zone_id,total_revenue,avg_revenue,trip_count,avg_distance,avg_fare,revenue_per_trip,stress_score
230,8321529.45,26.49434535654134,314087,3.1634404798670435,19.494819492688332,26.49434535654134,0.723143727798119
231,3058442.41,24.785186226681148,123398,3.1109109547966742,18.767179938086517,24.785186226681148,0.5271270818468954
232,366335.96,25.62865258150273,14294,3.7076605568770113,21.214573947110676,25.62865258150273,0.407304601168132
233,2633735.69,23.5285219496507,111938,2.6719999463988997,17.13653924493916,23.5285219496507,0.5202064464236127
234,5072208.61,20.37146108616549,248986,2.057238318620324,14.65950551436627,20.37146108616549,0.6795515071635769
235,31125.98,35.98379190751445,865,8.348624277456647,33.6608323699422,35.98379190751445,0.3493855924610581
236,6577574.75,19.057148341300884,345150,2.0212471099521947,13.62375584528466,19.057148341300884,0.7875668750696446
237,7304544.93,18.41420018654835,396680,1.7848388625592417,12.971001991529697,18.41420018654835,0.8451892051365604
238,3230019.31,19.987001163323143,161606,2.359969431828026,14.602503805551773,19.987001163323143,0.5880510440795235
239,4834423.94,20.14519578796478,239979,2.281334408427404,14.525680247021615,20.14519578796478,0.6709057430591492
240,3024.39,40.325199999999995,75,8.3328,36.60906666666666,40.325199999999995,0.33026100946967546
241,25584.19,40.10061128526645,638,9.341536050156739,37.22681818181818,40.10061128526645,0.3318067858466504
242,22274.97,36.516344262295085,610,8.561737704918032,33.26691803278688,36.516344262295085,0.3468711394826378
243,67478.8,31.11055786076533,2169,6.0073443983402495,27.558861226371597,31.11055786076533,0.3712975816808975
244,193561.12,28.339841874084918,6830,5.156027818448023,24.561607613469985,28.339841874084918,0.3879328750191635
245,561.72,70.215,8,13.15375,57.5,70.215,0.2043166194710324
246,3802712.51,22.149357893817164,171685,2.355605906165361,16.39684794827737,22.149357893817164,0.5896858848829775
247,66973.16,33.18788899900892,2018,6.169826560951437,29.323538156590686,33.18788899900892,0.36238853252301506
248,18308.93,34.74180265654649,527,8.281726755218218,31.779772296015178,34.74180265654649,0.3542557004086384
249,4422886.56,20.75429976490683,213107,2.28685660255177,15.233596127766804,20.75429976490683,0.6397035879830645
250,16734.78,36.22246753246753,462,8.463051948051948,32.91528138528139,36.22246753246753,0.3479510023116917
251,883.76,55.235,16,11.58625,39.67625,55.235,0.26740945388352877
